Time,Trip Time,Lost Packets,Voltage,roboRIO CPU,CAN,DS Disabled,DS Auto,DS Tele,Robot Disabled,Robot Auto,Robot Tele,Brownout,Watchdog,
19:43:51.659,127.5,1,12.93359375,0,0,True,False,False,True,False,False,False,False,
19:43:51.679,127.5,1,12.9296875,0,0,True,False,False,True,False,False,False,False,
19:43:51.699,127.5,1,12.94140625,0,0,True,False,False,True,False,False,False,False,
19:43:51.719,127.5,1,12.93359375,0,0,True,False,False,True,False,False,False,False,
19:43:51.739,127.5,1,12.93359375,0,0,True,False,False,True,False,False,False,False,
19:43:51.759,127.5,1,12.94140625,0,0,True,False,False,True,False,False,False,False,
19:43:51.779,127.5,1,12.9296875,0,0,True,False,False,True,False,False,False,False,
19:43:51.799,53,0.24,12.921875,0,0,True,False,False,True,False,False,False,False,
19:43:51.819,53,0.24,12.93359375,0,0,True,False,False,True,False,False,False,False,
19:43:51.839,53,0.24,12.94140625,0,0,True,False,False,True,False,False,False,False,
19:43:51.859,53,0.24,12.94140625,0,0,True,False,False,True,False,False,False,False,
19:43:51.879,53,0.24,12.93359375,0,0,True,False,False,True,False,False,False,False,
19:43:51.899,53,0.24,12.9296875,0,0,True,False,False,True,False,False,False,False,
19:43:51.919,53,0.24,12.921875,0,0,True,False,False,True,False,False,False,False,
19:43:51.939,53,0.24,12.93359375,0,0,True,False,False,True,False,False,False,False,
19:43:51.959,53,0.24,12.921875,0,0,True,False,False,True,False,False,False,False,
19:43:51.979,53,0.24,12.921875,0,0,True,False,False,True,False,False,False,False,
19:43:51.999,53,0.24,12.921875,0,0,True,False,False,True,False,False,False,False,
19:43:52.019,53,0.24,12.921875,0,0,True,False,False,True,False,False,False,False,
19:43:52.039,53,0.24,12.9296875,0,0,True,False,False,True,False,False,False,False,
19:43:52.059,53,0.24,12.94140625,0,0,True,False,False,True,False,False,False,False,
19:43:52.079,53,0.24,12.9296875,0,0,True,False,False,True,False,False,False,False,
19:43:52.099,53,0.24,12.9296875,0,0,True,False,False,True,False,False,False,False,
19:43:52.119,53,0.24,12.9140625,0,0,True,False,False,True,False,False,False,False,
19:43:52.139,53,0.24,12.921875,0,0.345,True,False,False,True,False,False,False,False,
19:43:52.159,53,0.24,12.921875,0,0.345,True,False,False,True,False,False,False,False,
19:43:52.179,53,0.24,12.94140625,0,0.345,True,False,False,True,False,False,False,False,
19:43:52.199,53,0.24,12.9296875,0,0.345,True,False,False,True,False,False,False,False,
19:43:52.219,53,0.24,12.93359375,0,0.345,True,False,False,True,False,False,False,False,
19:43:52.239,53,0.24,12.93359375,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.259,26.5,0.04,12.921875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.279,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.299,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.319,26.5,0.04,12.921875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.339,26.5,0.04,12.94140625,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.359,26.5,0.04,12.921875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.379,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.399,26.5,0.04,12.93359375,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.419,26.5,0.04,12.921875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.439,26.5,0.04,12.93359375,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.459,26.5,0.04,12.94140625,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.479,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.499,26.5,0.04,12.93359375,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.519,26.5,0.04,12.93359375,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.539,26.5,0.04,12.94140625,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.559,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.579,26.5,0.04,12.921875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.599,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.619,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.639,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.659,26.5,0.04,12.9296875,0.57,0.345,True,False,False,False,False,False,False,False,
19:43:52.679,26.5,0.04,12.921875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.699,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.719,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.739,26.5,0.04,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.759,5,0,12.93359375,0.57,0.345,True,False,False,False,False,False,False,False,
19:43:52.779,5,0,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.799,5,0,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.819,5,0,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.839,5,0,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.859,5,0,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.879,5,0,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
19:43:52.899,5,0,12.9296875,0.57,0.345,True,False,False,True,False,False,False,False,
